M01.09*,Viêm khớp do não mô cầu: vị trí không xác định,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp não mô cầu không xác định,
M01.1*,Viêm khớp do lao (A18.0†),Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp do lao,
M01.10*,Viêm khớp do lao: nhiều vị trí,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp lao nhiều vị trí,
M01.11*,Viêm khớp do lao: vùng bả vai,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp lao vùng bả vai,
M01.12*,Viêm khớp do lao: cánh tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp lao cánh tay,
M01.13*,Viêm khớp do lao: cẳng tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp lao cẳng tay,
M01.14*,Viêm khớp do lao: bàn tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp lao bàn tay,
M01.15*,Viêm khớp do lao: vùng chậu và đùi,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp lao vùng chậu và đùi,
M01.16*,Viêm khớp do lao: cẳng chân,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp lao cẳng chân,
M01.17*,Viêm khớp do lao: cổ và bàn chân,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp lao cổ và bàn chân,
M01.18*,Viêm khớp do lao: vị trí khác,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp lao vị trí khác,
M01.19*,Viêm khớp do lao: vị trí không xác định,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp lao không xác định,
M01.2*,Viêm khớp trong bệnh Lyme (A69.2†),Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp bệnh Lyme,
M01.20*,Viêm khớp trong bệnh Lyme: nhiều vị trí,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Lyme nhiều vị trí,
M01.21*,Viêm khớp trong bệnh Lyme: vùng bả vai,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Lyme vùng bả vai,
M01.22*,Viêm khớp trong bệnh Lyme: cánh tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Lyme cánh tay,
M01.23*,Viêm khớp trong bệnh Lyme: cẳng tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Lyme cẳng tay,
M01.24*,Viêm khớp trong bệnh Lyme: bàn tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Lyme bàn tay,
M01.25*,Viêm khớp trong bệnh Lyme: vùng chậu và đùi,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Lyme vùng chậu và đùi,
M01.26*,Viêm khớp trong bệnh Lyme: cẳng chân,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Lyme cẳng chân,
M01.27*,Viêm khớp trong bệnh Lyme: cổ và bàn chân,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Lyme cổ và bàn chân,
M01.28*,Viêm khớp trong bệnh Lyme: vị trí khác,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Lyme vị trí khác,
M01.29*,Viêm khớp trong bệnh Lyme: vị trí không xác định,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Lyme không xác định,
M01.3*,"Viêm khớp trong các bệnh nhiễm khuẩn khác (A30.-†, A02.2†, A01.-†, A54.4†)",Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp trong bệnh nhiễm khuẩn khác,
M01.30*,Viêm khớp trong bệnh nhiễm khuẩn khác: nhiều vị trí,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm khuẩn nhiều vị trí,
M01.31*,Viêm khớp trong bệnh nhiễm khuẩn khác: vùng bả vai,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm khuẩn vùng bả vai,
M01.32*,Viêm khớp trong bệnh nhiễm khuẩn khác: cánh tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm khuẩn cánh tay,
M01.33*,Viêm khớp trong bệnh nhiễm khuẩn khác: cẳng tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm khuẩn cẳng tay,
M01.34*,Viêm khớp trong bệnh nhiễm khuẩn khác: bàn tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm khuẩn bàn tay,
M01.35*,Viêm khớp trong bệnh nhiễm khuẩn khác: vùng chậu và đùi,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm khuẩn vùng chậu và đùi,
M01.36*,Viêm khớp trong bệnh nhiễm khuẩn khác: cẳng chân,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm khuẩn cẳng chân,
M01.37*,Viêm khớp trong bệnh nhiễm khuẩn khác: cổ và bàn chân,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm khuẩn cổ và bàn chân,
M01.38*,Viêm khớp trong bệnh nhiễm khuẩn khác: vị trí khác,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm khuẩn vị trí khác,
M01.39*,Viêm khớp trong bệnh nhiễm khuẩn khác: vị trí không xác định,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm khuẩn không xác định,
M01.4*,Viêm khớp trong bệnh Rubella (B06.8†),Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp do Rubella,
M01.40*,Viêm khớp trong bệnh Rubella: nhiều vị trí,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Rubella nhiều vị trí,
M01.41*,Viêm khớp trong bệnh Rubella: vùng bả vai,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Rubella vùng bả vai,
M01.42*,Viêm khớp trong bệnh Rubella: cánh tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Rubella cánh tay,
M01.43*,Viêm khớp trong bệnh Rubella: cẳng tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Rubella cẳng tay,
M01.44*,Viêm khớp trong bệnh Rubella: bàn tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Rubella bàn tay,
M01.45*,Viêm khớp trong bệnh Rubella: vùng chậu và đùi,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Rubella vùng chậu và đùi,
M01.46*,Viêm khớp trong bệnh Rubella: cẳng chân,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Rubella cẳng chân,
M01.47*,Viêm khớp trong bệnh Rubella: cổ và bàn chân,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Rubella cổ và bàn chân,
M01.48*,Viêm khớp trong bệnh Rubella: vị trí khác,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Rubella vị trí khác,
M01.49*,Viêm khớp trong bệnh Rubella: vị trí không xác định,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp Rubella không xác định,
M01.5*,"Viêm khớp trong nhiễm virus (B26.8†, A92.1†)",Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp do virus,
M01.50*,Viêm khớp trong nhiễm virus: nhiều vị trí,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp virus nhiều vị trí,
M01.51*,Viêm khớp trong nhiễm virus: vùng bả vai,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp virus vùng bả vai,
M01.52*,Viêm khớp trong nhiễm virus: cánh tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp virus cánh tay,
M01.53*,Viêm khớp trong nhiễm virus: cẳng tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp virus cẳng tay,
M01.54*,Viêm khớp trong nhiễm virus: bàn tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp virus bàn tay,
M01.55*,Viêm khớp trong nhiễm virus: vùng chậu và đùi,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp virus vùng chậu và đùi,
M01.56*,Viêm khớp trong nhiễm virus: cẳng chân,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp virus cẳng chân,
M01.57*,Viêm khớp trong nhiễm virus: cổ và bàn chân,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp virus cổ và bàn chân,
M01.58*,Viêm khớp trong nhiễm virus: vị trí khác,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp virus vị trí khác,
M01.59*,Viêm khớp trong nhiễm virus: vị trí không xác định,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp virus không xác định,
M01.6*,Viêm khớp do nấm (B35-B49†),Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp do nấm,
M01.60*,Viêm khớp do nấm: nhiều vị trí,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nấm nhiều vị trí,
M01.61*,Viêm khớp do nấm: vùng bả vai,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nấm vùng bả vai,
M01.62*,Viêm khớp do nấm: cánh tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùngSláu bệnh chính,,
M01.63*,Viêm khớp do nấm: cẳng tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nấm cẳng tay,
M01.64*,Viêm khớp do nấm: bàn tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nấm bàn tay,
M01.65*,Viêm khớp do nấm: vùng chậu và đùi,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nấm vùng chậu và đùi,
M01.66*,Viêm khớp do nấm: cẳng chân,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nấm cẳng chân,
M01.67*,Viêm khớp do nấm: cổ và bàn chân,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nấm cổ và bàn chân,
M01.68*,Viêm khớp do nấm: vị trí khác,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nấm vị trí khác,
M01.69*,Viêm khớp do nấm: vị trí không xác định,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nấm không xác định,
M01.8*,Viêm khớp trong bệnh nhiễm trùng và ký sinh trùng khác,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm trùng khác,
M01.80*,Viêm khớp trong bệnh nhiễm trùng khác: nhiều vị trí,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm trùng nhiều vị trí,
M01.81*,Viêm khớp trong bệnh nhiễm trùng khác: vùng bả vai,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm trùng vùng bả vai,
M01.82*,Viêm khớp trong bệnh nhiễm trùng khác: cánh tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm trùng cánh tay,
M01.83*,Viêm khớp trong bệnh nhiễm trùng khác: cẳng tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm trùng cẳng tay,
M01.84*,Viêm khớp trong bệnh nhiễm trùng khác: bàn tay,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm trùng bàn tay,
M01.85*,Viêm khớp trong bệnh nhiễm trùng khác: vùng chậu và đùi,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm trùng vùng chậu và đùi,
M01.86*,Viêm khớp trong bệnh nhiễm trùng khác: cẳng chân,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm trùng cẳng chân,
M01.87*,Viêm khớp trong bệnh nhiễm trùng khác: cổ và bàn chân,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm trùng cổ và bàn chân,
M01.88*,Viêm khớp trong bệnh nhiễm trùng khác: vị trí khác,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm trùng vị trí khác,
M01.89*,Viêm khớp trong bệnh nhiễm trùng khác: vị trí không xác định,Mã,M01,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Viêm khớp nhiễm trùng không xác định,
M02.0,Bệnh khớp sau mổ chuyển đoạn ruột,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp sau mổ chuyển đoạn ruột,
M02.00,Bệnh khớp sau mổ chuyển đoạn ruột: nhiều vị trí,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp mổ ruột nhiều vị trí,
M02.01,Bệnh khớp sau mổ chuyển đoạn ruột: vùng bả vai,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp mổ ruột vùng bả vai,
M02.02,Bệnh khớp sau mổ chuyển đoạn ruột: cánh tay,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp mổ ruột cánh tay,
M02.03,Bệnh khớp sau mổ chuyển đoạn ruột: cẳng tay,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp mổ ruột cẳng tay,
M02.04,Bệnh khớp sau mổ chuyển đoạn ruột: bàn tay,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp mổ ruột bàn tay,
M02.05,Bệnh khớp sau mổ chuyển đoạn ruột: vùng chậu và đùi,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp mổ ruột vùng chậu và đùi,
M02.06,Bệnh khớp sau mổ chuyển đoạn ruột: cẳng chân,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp mổ ruột cẳng chân,
M02.07,Bệnh khớp sau mổ chuyển đoạn ruột: cổ và bàn chân,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp mổ ruột cổ và bàn chân,
M02.08,Bệnh khớp sau mổ chuyển đoạn ruột: vị trí khác,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp mổ ruột vị trí khác,
M02.09,Bệnh khớp sau mổ chuyển đoạn ruột: vị trí không xác định,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp mổ ruột không xác định,
M02.1,Bệnh khớp sau lỵ,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp sau lỵ,
M02.10,Bệnh khớp sau lỵ: nhiều vị trí,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp sau lỵ nhiều vị trí,
M02.11,Bệnh khớp sau lỵ: vùng bả vai,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp sau lỵ vùng bả vai,
M02.12,Bệnh khớp sau lỵ: cánh tay,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp sau lỵ cánh tay,
M02.13,Bệnh khớp sau lỵ: cẳng tay,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp sau lỵ cẳng tay,
M02.14,Bệnh khớp sau lỵ: bàn tay,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp sau lỵ bàn tay,
M02.15,Bệnh khớp sau lỵ: vùng chậu và đùi,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp sau lỵ vùng chậu và đùi,
M02.16,Bệnh khớp sau lỵ: cẳng chân,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp sau lỵ cẳng chân,
M02.17,Bệnh khớp sau lỵ: cổ và bàn chân,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp sau lỵ cổ và bàn chân,
M02.18,Bệnh khớp sau lỵ: vị trí khác,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp sau lỵ vị trí khác,
M02.19,Bệnh khớp sau lỵ: vị trí không xác định,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp sau lỵ không xác định,
M02.2,Bệnh khớp sau tiêm vaccin,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp sau tiêm vaccin,
M02.20,Bệnh khớp sau tiêm vaccin: nhiều vị trí,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp vaccin nhiều vị trí,
M02.21,Bệnh khớp sau tiêm vaccin: vùng bả vai,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp vaccin vùng bả vai,
M02.22,Bệnh khớp sau tiêm vaccin: cánh tay,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp vaccin cánh tay,
M02.23,Bệnh khớp sau tiêm vaccin: cẳng tay,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp vaccin cẳng tay,
M02.24,Bệnh khớp sau tiêm vaccin: bàn tay,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp vaccin bàn tay,
M02.25,Bệnh khớp sau tiêm vaccin: vùng chậu và đùi,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp vaccin vùng chậu và đùi,
M02.26,Bệnh khớp sau tiêm vaccin: cẳng chân,Mã,M02,"Bệnh cơ, xương, khớp",Bệnh khớp nhiễm trùng,Bệnh khớp vaccin cẳng chân,
